metabolite,name,molecular_weight,C_number,N_number,sbo,metanetx.chemical,inchikey,seed.compound,hmdb,reactome,kegg.compound,chebi,bigg.metabolite,biocyc,reaction,sample_id
cpd00214_m,Palmitate-e0,255.41613999999998,16,0,SBO:0000247,MNXM108,IPCSVZSSVZVIGE-UHFFFAOYSA-M,cpd00214,"['HMDB00220', 'HMDB60083']","['R-ALL-2453691', 'R-ALL-3632881', 'R-ALL-390435', 'R-ALL-426576', 'R-ALL-5690516', 'R-ALL-76168']",C00249,"['CHEBI:15756', 'CHEBI:14730', 'CHEBI:233028', 'CHEBI:24540', 'CHEBI:24541', 'CHEBI:24542', 'CHEBI:24550', 'CHEBI:29889', 'CHEBI:35978', 'CHEBI:44952', 'CHEBI:7896', 'CHEBI:231736']",hdca,META:PALMITATE,EX_cpd00214_m,ERR1620289_sub
cpd15237_m,hexadecenoate-e0,253.40026,16,0,SBO:0000247,MNXM900,,cpd15237,,,,,,,EX_cpd15237_m,ERR1620289_sub
cpd01080_m,ocdca-e0,283.4693,18,0,SBO:0000247,MNXM236,QIQXTHQIDYTFRH-UHFFFAOYSA-M,cpd01080,HMDB00827,R-ALL-428198,C01530,"['CHEBI:25629', 'CHEBI:231588', 'CHEBI:28842', 'CHEBI:25631', 'CHEBI:45710']",ocdca,META:STEARIC_ACID,EX_cpd01080_m,ERR1620289_sub
cpd15269_m,octadecenoate-e0,281.45342,18,0,SBO:0000247,MNXM65309,,cpd15269,,,,"['CHEBI:25634', 'CHEBI:78049']",,,EX_cpd15269_m,ERR1620289_sub
cpd01113_m,Hexanoate-e0,115.15034,6,0,SBO:0000247,MNXM1653,FUZZWVXGSFPDMH-UHFFFAOYSA-M,cpd01113,"['HMDB00535', 'HMDB61883']",,C01585,"['CHEBI:17120', 'CHEBI:14398', 'CHEBI:24569', 'CHEBI:30776', 'CHEBI:24571', 'CHEBI:40213', 'CHEBI:5702']",hxa,META:HEXANOATE,EX_cpd01113_m,ERR1620289_sub
cpd03846_m,octanoate-e0,143.2035,8,0,SBO:0000247,MNXM750,WWZKQHOCKIZLMA-UHFFFAOYSA-M,cpd03846,"['HMDB00482', 'HMDB62511']",,C06423,"['CHEBI:25646', 'CHEBI:28837', 'CHEBI:25648', 'CHEBI:3373', 'CHEBI:44501']",octa,META:CPD-195,EX_cpd03846_m,ERR1620289_sub
cpd11640_m,H2-e0,2.01588,0,0,SBO:0000247,MNXM195,UFHFLCQGNIYNRP-UHFFFAOYSA-N,cpd11640,HMDB01362,R-ALL-113555,C00282,"['CHEBI:18276', 'CHEBI:13350', 'CHEBI:25363', 'CHEBI:5785', 'CHEBI:29294', 'CHEBI:29298', 'CHEBI:29299']",h2,META:HYDROGEN-MOLECULE,EX_cpd11640_m,ERR1620289_sub
cpd00531_m,Hg2+-e0,200.59,0,0,SBO:0000247,MNXM1562,BQPIGGFYSBELGY-UHFFFAOYSA-N,cpd00531,HMDB03625,,C00703,"['CHEBI:16793', 'CHEBI:13370', 'CHEBI:25199', 'CHEBI:25200', 'CHEBI:49640', 'CHEBI:5714']",hg2,META:HG+2,EX_cpd00531_m,ERR1620289_sub
cpd03587_m,kdo2-lipid a-e0,2232.6707619999997,110,2,SBO:0000247,MNXM946,DIXUKJUHGLIZGU-OIPVZEHTSA-H,cpd03587,,,C06026,"['CHEBI:27963', 'CHEBI:23656', 'CHEBI:4476', 'CHEBI:58540']",lipa,,EX_cpd03587_m,ERR1620289_sub
cpd01399_m,Maltotetraose-e0,666.57768,24,0,SBO:0000247,MNXM5663,LUEWUZLMQUOBSB-ZLBHSGTGSA-N,cpd01399,HMDB01296,,"['C02013', 'C02052']","['CHEBI:28460', 'CHEBI:25145', 'CHEBI:44299', 'CHEBI:6671', 'CHEBI:61988', 'CHEBI:62974']",maltttr,"['META:CPD-13205', 'META:CPD0-2595', 'META:MALTOTETRAOSE']",EX_cpd01399_m,ERR1620289_sub
cpd00254_m,Mg-e0,24.305,0,0,SBO:0000247,MNXM653,JLVVSXFLKOJNIY-UHFFFAOYSA-N,cpd00254,HMDB00547,"['R-ALL-109496', 'R-ALL-114632', 'R-ALL-29926', 'R-ALL-5336432']",C00305,"['CHEBI:18420', 'CHEBI:13379', 'CHEBI:25112', 'CHEBI:49736', 'CHEBI:6635', 'CHEBI:39127']",mg2,META:MG+2,EX_cpd00254_m,ERR1620289_sub
cpd00794_m,TRHL-e0,342.29648000000003,12,0,SBO:0000247,MNXM198,HDTRYLNUVZCQOY-LIZSDCNHSA-N,cpd00794,HMDB00975,"['R-ALL-189078', 'R-ALL-868614']",C01083,"['CHEBI:16551', 'CHEBI:10202', 'CHEBI:12281', 'CHEBI:12284', 'CHEBI:12287', 'CHEBI:15251', 'CHEBI:22365', 'CHEBI:46211', 'CHEBI:27082']",tre,"['META:CPD-15990', 'META:TREHALOSE']",EX_cpd00794_m,ERR1620289_sub
cpd00305_m,Thiamin-e0,265.35458,12,4,SBO:0000247,MNXM161565,MYVIATVLJGTBFV-UHFFFAOYSA-M,cpd00305,,,,CHEBI:33283,thm,,EX_cpd00305_m,ERR1620289_sub
cpd00076_m,Sucrose-e0,342.29648000000003,12,0,SBO:0000247,MNXM167,CZMRCDWAGMRECN-UGDNZRGBSA-N,cpd00076,HMDB00258,R-ALL-188980,C00089,"['CHEBI:17992', 'CHEBI:15128', 'CHEBI:26812', 'CHEBI:45795', 'CHEBI:9314']",sucr,META:SUCROSE,EX_cpd00076_m,ERR1620289_sub
cpd00105_m,D-Ribose-e0,150.1299,5,0,SBO:0000247,MNXM242,HMFHBZSHGGEWLO-SOOFDHNKSA-N,cpd00105,HMDB00283,,"['C00121', 'C21057']","['CHEBI:16988', 'CHEBI:13011', 'CHEBI:21078', 'CHEBI:47006', 'CHEBI:47013', 'CHEBI:4233', 'CHEBI:46999']",rib__D,"['META:D-Ribofuranose', 'META:D-Ribopyranose']",EX_cpd00105_m,ERR1620289_sub
cpd00082_m,D-Fructose-e0,180.15588,6,0,SBO:0000247,MNXM175,RFSUNEUAIZKAJO-VRPWFDPXSA-N,cpd00082,HMDB62538,"['R-ALL-189049', 'R-ALL-29532']","['C00095', 'C01496', 'C05003', 'C10906']","['CHEBI:15824', 'CHEBI:12923', 'CHEBI:20929', 'CHEBI:4118', 'CHEBI:28757', 'CHEBI:24104', 'CHEBI:24110', 'CHEBI:5172', 'CHEBI:37714', 'CHEBI:37721', 'CHEBI:48095', 'CHEBI:4119', 'CHEBI:47424']",fru,"['META:CPD-15382', 'META:D-Fructopyranose', 'META:FRU', 'META:Fructofuranose']",EX_cpd00082_m,ERR1620289_sub
cpd04097_m,Pb-e0,207.2,0,0,SBO:0000247,MNXM19009,VTGDHUQFKRUPJV-UHFFFAOYSA-N,cpd04097,,,,,,,EX_cpd04097_m,ERR1620289_sub
cpd00081_m,Sulfite-e0,81.07114,0,0,SBO:0000247,MNXM105630,LSNNMFCWUKXFEE-UHFFFAOYSA-L,cpd00081,"['HMDB00240', 'HMDB01033', 'HMDB03008', 'HMDB34829']",,"['C00094', 'C11481']","['CHEBI:17137', 'CHEBI:13367', 'CHEBI:5598', 'CHEBI:17359', 'CHEBI:15139', 'CHEBI:45548', 'CHEBI:29214', 'CHEBI:33543', 'CHEBI:48854', 'CHEBI:26837', 'CHEBI:9344']",so3,"['META:H2SO3', 'META:HSO3', 'META:SO3']",EX_cpd00081_m,ERR1620289_sub
cpd00010_m,CoA-e0,763.502363,21,7,SBO:0000247,MNXM12,RGJOEKWQDUBAIZ-IBOSZNHHSA-J,cpd00010,"['HMDB01423', 'HMDB62184']","['R-ALL-162743', 'R-ALL-1678675', 'R-ALL-193514', 'R-ALL-2485002', 'R-ALL-29374', 'R-ALL-76194', 'R-ALL-8939024']",C00010,CHEBI:57287,coa,"['META:CO-A', 'META:COA-GROUP']",EX_cpd00010_m,ERR1620289_sub
cpd15494_m,Maltoheptaose-e0,1152.99948,42,0,SBO:0000247,MNXM61025,ZHZITDGOAFCURV-VVTKTIMZSA-N,cpd15494,HMDB13000,,,CHEBI:62010,malthp,META:CPD0-1133,EX_cpd15494_m,ERR1620289_sub
cpd11976_m,Maltodextrin-e0,666.57768,24,0,SBO:0000247,MNXM60163,,cpd11976,HMDB37138,,"['C01935', 'C00718']","['CHEBI:18398', 'CHEBI:14514', 'CHEBI:25139', 'CHEBI:6666', 'CHEBI:25140']",,META:Maltodextrins,EX_cpd11976_m,ERR1620289_sub
cpd00276_m,GLUM-e0,180.17906,6,1,SBO:0000247,MNXM533,MSWZFWKMSRAUBD-IVMDWMLBSA-O,cpd00276,"['HMDB01514', 'HMDB06479', 'HMDB15410']",R-ALL-6786660,C00329,"['CHEBI:17315', 'CHEBI:12961', 'CHEBI:47977', 'CHEBI:4162', 'CHEBI:47972', 'CHEBI:5417', 'CHEBI:58723']",gam,META:GLUCOSAMINE,EX_cpd00276_m,ERR1620289_sub
cpd00100_m,Glycerol-e0,92.09382,3,0,SBO:0000247,MNXM89612,PEDCQBHIVMGVHV-UHFFFAOYSA-N,cpd00100,HMDB00131,"['R-ALL-192438', 'R-ALL-76116']",C00116,"['CHEBI:17754', 'CHEBI:131422', 'CHEBI:14334', 'CHEBI:24351', 'CHEBI:42998', 'CHEBI:5448']",glyc,META:GLYCEROL,EX_cpd00100_m,ERR1620289_sub
cpd00306_m,Xylitol-e0,152.14578,5,0,SBO:0000247,MNXM510,HEBKCHPVOIAQTA-SCDXWVJYSA-N,cpd00306,,R-ALL-5660033,C00379,"['CHEBI:17151', 'CHEBI:10078', 'CHEBI:15328', 'CHEBI:253147', 'CHEBI:27339', 'CHEBI:46522', 'CHEBI:60939']",xylt,META:XYLITOL,EX_cpd00306_m,ERR1620289_sub
cpd00185_m,D-Arabinose-e0,150.1299,5,0,SBO:0000247,MNXM544,SRBFZHDQGSBBOR-ZRMNMSDTSA-N,cpd00185,,,C00216,CHEBI:46994,arab__D,META:D-arabinopyranose,EX_cpd00185_m,ERR1620289_sub
cpd00314_m,D-Mannitol-e0,182.17176,6,0,SBO:0000247,MNXM615,FBPFZTCFMRRESA-KVTDHHQDSA-N,cpd00314,"['HMDB00765', 'HMDB01363']",,C00392,"['CHEBI:16899', 'CHEBI:12996', 'CHEBI:130180', 'CHEBI:21050', 'CHEBI:44192', 'CHEBI:6686', 'CHEBI:29864', 'CHEBI:14574', 'CHEBI:25163']",mnl,META:MANNITOL,EX_cpd00314_m,ERR1620289_sub
cpd00158_m,CELB-e0,342.29648000000003,12,0,SBO:0000247,MNXM776,GUBGYTABKSRVRQ-CUHNMECISA-N,cpd00158,,,,"['CHEBI:17057', 'CHEBI:13952', 'CHEBI:23061', 'CHEBI:28108', 'CHEBI:3522']",,META:CPD-15975,EX_cpd00158_m,ERR1620289_sub
cpd11451_m,mql7-e0,651.01504,46,0,SBO:0000247,MNXM89812,PTWSIIUEOFZCHW-NTCAYCPXSA-N,cpd11451,,,,,,,EX_cpd11451_m,ERR1620289_sub
cpd11606_m,Menaquinone 7-e0,648.9991600000001,46,0,SBO:0000247,MNXM12236,RAKQPZMEYJZGPI-LJWNYQGCSA-N,cpd11606,,,,CHEBI:44245,mqn7,META:CPD-9718,EX_cpd11606_m,ERR1620289_sub
cpd17026_m,methymenaquinol 7-e0,665.04162,47,0,SBO:0000247,MNXM1843,,cpd17026,,,,,,,EX_cpd17026_m,ERR1620289_sub
cpd17027_m,methylmenaquinone 7-e0,663.0257399999999,47,0,SBO:0000247,MNXM1755,,cpd17027,,,,,,,EX_cpd17027_m,ERR1620289_sub
cpd01133_m,Stachyose-e0,666.57768,24,0,SBO:0000247,MNXM1503,UQZIYBXSHAGNOE-XNSRJBNMSA-N,cpd01133,HMDB03553,,C01613,"['CHEBI:17164', 'CHEBI:15105', 'CHEBI:26749', 'CHEBI:9248']","['stchs', 'stys']",META:CPD-170,EX_cpd01133_m,ERR1620289_sub
cpd00180_m,Oxalate-e0,88.019,2,0,SBO:0000247,MNXM291,MUBZPKHOEPUJKR-UHFFFAOYSA-L,cpd00180,HMDB02329,R-ALL-389819,C00209,"['CHEBI:132952', 'CHEBI:16995', 'CHEBI:25730', 'CHEBI:44583', 'CHEBI:7811', 'CHEBI:30623', 'CHEBI:14702', 'CHEBI:25729', 'CHEBI:44820', 'CHEBI:46904']",oxa,META:OXALATE,EX_cpd00180_m,ERR1620289_sub
cpd28763_m,Inulin-e0,1963.70248,72,0,SBO:0000247,MNXM57547,,cpd28763,HMDB14776,,,"['CHEBI:15443', 'CHEBI:10799', 'CHEBI:10845', 'CHEBI:169', 'CHEBI:18519', 'CHEBI:24854']",,META:Inulin,EX_cpd28763_m,ERR1620289_sub
cpd02733_m,Deoxycholate-e0,391.56406,24,0,SBO:0000247,MNXM57907,KXGVEGMKQFWNSR-LLQZFEROSA-M,cpd02733,HMDB00626,,C04483,"['CHEBI:23614', 'CHEBI:28834', 'CHEBI:1687', 'CHEBI:23616', 'CHEBI:42317']",dchac,META:DEOXYCHOLATE,EX_cpd02733_m,ERR1620289_sub
cpd01354_m,beta-Lactose-e0,342.29648000000003,12,0,SBO:0000247,MNXM362,GUBGYTABKSRVRQ-QKKXKWKRSA-N,cpd01354,HMDB41627,,"['C00243', 'C01970']","['CHEBI:17716', 'CHEBI:10296', 'CHEBI:10380', 'CHEBI:14497', 'CHEBI:22460', 'CHEBI:22760', 'CHEBI:25005', 'CHEBI:27755', 'CHEBI:27968', 'CHEBI:28577', 'CHEBI:613009', 'CHEBI:36218', 'CHEBI:10428', 'CHEBI:22846', 'CHEBI:35463', 'CHEBI:43665']",lcts,"['META:CPD-15971', 'META:CPD-15972']",EX_cpd01354_m,ERR1620289_sub
cpd03808_m,Lacto-N-biose-e0,383.3484,14,1,SBO:0000247,MNXM2103,HMQPEDMEOBLSQB-RPHKZZMBSA-N,cpd03808,,,C06372,"['CHEBI:27707', 'CHEBI:10378', 'CHEBI:12349', 'CHEBI:12353', 'CHEBI:22758', 'CHEBI:59076']",,META:BETA-D-GAL-1-3-D-GLCNAC,EX_cpd03808_m,ERR1620289_sub
cpd00001_m,H2O-e0,18.01528,0,0,SBO:0000247,MNXM2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,cpd00001,"['HMDB01039', 'HMDB02111']","['R-ALL-109276', 'R-ALL-113518', 'R-ALL-113519', 'R-ALL-113521', 'R-ALL-141343', 'R-ALL-1605715', 'R-ALL-189422', 'R-ALL-2022884', 'R-ALL-29356', 'R-ALL-351603', 'R-ALL-5278291', 'R-ALL-5668574', 'R-ALL-5693747', 'R-ALL-8851517']","['C00001', 'C01328']",CHEBI:15377,h2o,META:WATER,EX_cpd00001_m,ERR1620289_sub
cpd11842_m,core3-e0,,16,2,SBO:0000247,MNXM162856,,cpd11842,,,,"['CHEBI:16250', 'CHEBI:12445', 'CHEBI:12550', 'CHEBI:21586', 'CHEBI:57696', 'CHEBI:7173']",,,EX_cpd11842_m,ERR1620289_sub
cpd00122_m,acgam-e0,221.2078,8,1,SBO:0000247,MNXM143,OVRNDRQMDRJTHS-RTRLPJTCSA-N,cpd00122,"['HMDB00215', 'HMDB00533', 'HMDB14288', 'HMDB62641']","['R-ALL-1678743', 'R-ALL-2162231']",C00140,"['CHEBI:17411', 'CHEBI:12455', 'CHEBI:12563', 'CHEBI:21517', 'CHEBI:58134', 'CHEBI:7123', 'CHEBI:506227']",acgam,META:N-acetyl-D-glucosamine,EX_cpd00122_m,ERR1620289_sub
cpd21520_m,Tn_antigen-e0,,8,1,SBO:0000247,MNXM7559,,cpd21520,,,C04387,,Tn_antigen,,EX_cpd21520_m,ERR1620289_sub
cpd02992_m,core4-e0,,24,3,SBO:0000247,MNXM162975,,cpd02992,,,,"['CHEBI:16478', 'CHEBI:12446', 'CHEBI:21590', 'CHEBI:57786', 'CHEBI:7177']",,,EX_cpd02992_m,ERR1620289_sub
cpd00832_m,acgal-e0,221.2078,8,1,SBO:0000247,MNXM395,OVRNDRQMDRJTHS-KEWYIRBNSA-N,cpd00832,,R-ALL-1605658,C01132,"['CHEBI:28037', 'CHEBI:21502', 'CHEBI:546804', 'CHEBI:7110', 'CHEBI:28800', 'CHEBI:21600', 'CHEBI:7201']",acgal,META:N-acetyl-D-galactosamine,EX_cpd00832_m,ERR1620289_sub
cpd90017_m,Protein-Linked Serine Or Threonine Residue (O-Glycosylation Site)-e0,,0,0,SBO:0000247,MNXM147296,,,,,,CHEBI:53604,Ser_Thr,,EX_cpd90017_m,ERR1620289_sub
cpd90003_m,"starch (n=27, 3xalpha1-6, 23xalpha1-4)-e0",4395.81148,162,0,SBO:0000247,MNXM1003,QZVGDKBSRWMVTK-PPFAGOBNSA-N,,,,"['C03018', 'C00369', 'C00721']","['CHEBI:17462', 'CHEBI:14687', 'CHEBI:7748', 'CHEBI:28017', 'CHEBI:26750', 'CHEBI:26751', 'CHEBI:9251']",starch,"['META:CPD-8556', 'META:Starch']",EX_cpd90003_m,ERR1620289_sub
cpd90008_m,Maltotridecaose-e0,2125.84308,78,0,SBO:0000247,,QPDCINZOSJUBQN-MELGIHPSNA-N,,,,,,,,EX_cpd90008_m,ERR1620289_sub
cpd90006_m,Maltoundecaose-e0,1801.56188,66,0,SBO:0000247,,DZIFDDFXDDGQOX-MVXKQAGXNA-N,,,,,,,,EX_cpd90006_m,ERR1620289_sub
cpd90005_m,Maltooctaose-e0,1315.1400800000001,48,0,SBO:0000247,,RUJILUJOOCOSRO-BZLDDXCSNA-N,,,,,,,,EX_cpd90005_m,ERR1620289_sub
cpd90007_m,Maltohexaose-e0,990.85888,36,0,SBO:0000247,,OCIBBXPLUVYKCH-CCDPAPOINA-N,,,,,,,,EX_cpd90007_m,ERR1620289_sub
cpd90004_m,"starch (n=19, 3xalpha1-6, 15xalpha1-4)-e0",3098.68668,114,0,SBO:0000247,MNXM1003,CZXISCMMGVOTNX-VSHPVVSGSA-N,,,,"['C03018', 'C00369', 'C00721']","['CHEBI:17462', 'CHEBI:14687', 'CHEBI:7748', 'CHEBI:28017', 'CHEBI:26750', 'CHEBI:26751', 'CHEBI:9251']",starch,"['META:CPD-8556', 'META:Starch']",EX_cpd90004_m,ERR1620289_sub
cpd00526_m,Cholate-e0,407.56346,24,0,SBO:0000247,MNXM450,BHQCQFFYRZLCQQ-OELDTZBJSA-M,cpd00526,HMDB00619,R-ALL-193451,C00695,"['CHEBI:16359', 'CHEBI:1694', 'CHEBI:20223', 'CHEBI:23210', 'CHEBI:29077', 'CHEBI:41494', 'CHEBI:29747', 'CHEBI:11895', 'CHEBI:13978', 'CHEBI:20216', 'CHEBI:23168', 'CHEBI:57748']",cholate,META:CHOLATE,EX_cpd00526_m,ERR1620289_sub
cpd23431_m,3-dehydrocholate-e0,405.54758,24,0,SBO:0000247,MNXM9997,OEKUSRBIIZNLHZ-DJDNIQJZSA-M,cpd23431,"['HMDB00502', 'HMDB62680']",,,"['CHEBI:87736', 'CHEBI:88108']",,META:CPD-12452,EX_cpd23431_m,ERR1620289_sub
cpd11746_m,Cellulose-e0,162.1406,6,0,SBO:0000247,MNXM94643,,cpd11746,,,,,,,EX_cpd11746_m,ERR1620289_sub
cpd01376_m,Cellotetraose-e0,666.57768,24,0,SBO:0000247,MNXM5663,LUEWUZLMQUOBSB-ZLBHSGTGSA-N,cpd01376,HMDB01296,,"['C02013', 'C02052']","['CHEBI:28460', 'CHEBI:25145', 'CHEBI:44299', 'CHEBI:6671', 'CHEBI:61988', 'CHEBI:62974']",maltttr,"['META:CPD-13205', 'META:CPD0-2595', 'META:MALTOTETRAOSE']",EX_cpd01376_m,ERR1620289_sub
cpd90020_m,Cellulose-e0,81088.31528,3000,0,SBO:0000247,MNXM733743,,,,,C00760,,cellul,META:CELLULOSE,EX_cpd90020_m,ERR1620289_sub
cpd90021_m,Xylan-b-1-4-e0,66075.32528,2500,0,SBO:0000247,MNXM9242,,,HMDB0301774,,C02352,CHEBI:15447,,META:1-4-beta-Xylan,EX_cpd90021_m,ERR1620289_sub
cpd90022_m,Xylooligo-b-1-4-e0,1339.16148,50,0,SBO:0000247,MNXM739294,,,,,,CHEBI:62774,,META:1-4-D-xylooligosaccharides,EX_cpd90022_m,ERR1620289_sub
cpd00011_m,CO2-e0,44.0095,1,0,SBO:0000247,MNXM13,CURLTUGMZLYLDI-UHFFFAOYSA-N,cpd00011,HMDB01967,"['R-ALL-1132345', 'R-ALL-113528', 'R-ALL-1237009', 'R-ALL-159751', 'R-ALL-159942', 'R-ALL-189480', 'R-ALL-29376', 'R-ALL-389536', 'R-ALL-5668565']",C00011,CHEBI:16526,co2,META:CARBON-DIOXIDE,EX_cpd00011_m,ERR1620289_sub
cpd00007_m,O2-e0,31.9988,0,0,SBO:0000247,MNXM4,MYMOFIZGZYHOMD-UHFFFAOYSA-N,cpd00007,HMDB01377,"['R-ALL-1131511', 'R-ALL-113533', 'R-ALL-113534', 'R-ALL-113535', 'R-ALL-113685', 'R-ALL-1236709', 'R-ALL-189461', 'R-ALL-29368', 'R-ALL-351593', 'R-ALL-352327', 'R-ALL-5668566']",C00007,CHEBI:15379,o2,META:OXYGEN-MOLECULE,EX_cpd00007_m,ERR1620289_sub
cpd01981_m,5-Methylthio-D-ribose-e0,180.22208,6,0,SBO:0000247,MNXM1592,ACWASDPGAVYCNI-JKUQZMGJSA-N,cpd01981,,,C03089,"['CHEBI:16895', 'CHEBI:12148', 'CHEBI:2101', 'CHEBI:22007', 'CHEBI:57941', 'CHEBI:78440']",5mtr,META:CPD-560,EX_cpd01981_m,ERR1620289_sub
cpd00141_m,Propionate-e0,73.0706,3,0,SBO:0000247,MNXM356,XBDQKXXYIPTUBI-UHFFFAOYSA-M,cpd00141,HMDB00237,,C00163,"['CHEBI:17272', 'CHEBI:14903', 'CHEBI:26290', 'CHEBI:30768', 'CHEBI:26304', 'CHEBI:45227', 'CHEBI:8476']",,META:PROPIONATE,EX_cpd00141_m,ERR1620289_sub
cpd00073_m,Urea-e0,60.055260000000004,1,2,SBO:0000247,MNXM117,XSQUKJJJFZCRTK-UHFFFAOYSA-N,cpd00073,HMDB00294,"['R-ALL-29514', 'R-ALL-374061', 'R-ALL-432019']",C00086,"['CHEBI:134711', 'CHEBI:16199', 'CHEBI:15292', 'CHEBI:27218', 'CHEBI:46379', 'CHEBI:9888', 'CHEBI:32285', 'CHEBI:48376']",urea,META:UREA,EX_cpd00073_m,ERR1620289_sub
cpd01861_m,"(R)-1,2-Propanediol-e0",76.09442,3,0,SBO:0000247,MNXM90191,DNIAPMSPPWPWGF-GSVOUGTGSA-N,cpd01861,,,C02912,"['CHEBI:28972', 'CHEBI:18705', 'CHEBI:352', 'CHEBI:44863']",12ppd__R,META:CPD-8891,EX_cpd01861_m,ERR1620289_sub
cpd00453_m,"1,2-Propanediol-e0",76.09442,3,0,SBO:0000247,MNXM1118,DNIAPMSPPWPWGF-UHFFFAOYSA-N,cpd00453,HMDB01881,,C00583,"['CHEBI:16997', 'CHEBI:14899', 'CHEBI:8469']",,META:DL-12-Propanediol,EX_cpd00453_m,ERR1620289_sub
cpd00071_m,Acetaldehyde-e0,44.05256,2,0,SBO:0000247,MNXM75,IKHGUXGNUITLKF-UHFFFAOYSA-N,cpd00071,HMDB00990,"['R-ALL-113532', 'R-ALL-113681', 'R-ALL-113745', 'R-ALL-29510']",C00084,"['CHEBI:15343', 'CHEBI:13703', 'CHEBI:22158', 'CHEBI:2383', 'CHEBI:40533']",acald,META:ACETALD,EX_cpd00071_m,ERR1620289_sub
cpd00150_m,HCN-e0,27.02534,1,1,SBO:0000247,MNXM254,LELOWRISYMNNSU-UHFFFAOYSA-N,cpd00150,HMDB60292,,"['C00177', 'C01326']","['CHEBI:17514', 'CHEBI:14038', 'CHEBI:3969', 'CHEBI:41780', 'CHEBI:18407', 'CHEBI:13362', 'CHEBI:5786', 'CHEBI:36856']",cyan,"['META:CPD-13584', 'META:HCN']",EX_cpd00150_m,ERR1620289_sub
cpd08021_m,DMSO-e0,78.13344,2,0,SBO:0000247,MNXM745,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,cpd08021,HMDB02151,,C11143,"['CHEBI:28262', 'CHEBI:23801', 'CHEBI:42138', 'CHEBI:4612']",dmso,META:DMSO,EX_cpd08021_m,ERR1620289_sub
cpd00450_m,Methyl sulfide-e0,62.13404,2,0,SBO:0000247,MNXM444,QMMFVYPAHWMCMS-UHFFFAOYSA-N,cpd00450,HMDB02303,,C00580,"['CHEBI:17437', 'CHEBI:14168', 'CHEBI:14175', 'CHEBI:23800', 'CHEBI:44169', 'CHEBI:4611']",dms,META:CPD-7670,EX_cpd00450_m,ERR1620289_sub
cpd00363_m,Ethanol-e0,46.06844,2,0,SBO:0000247,MNXM303,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,cpd00363,HMDB00108,"['R-ALL-113748', 'R-ALL-30203']",C00469,"['CHEBI:16236', 'CHEBI:14222', 'CHEBI:23978', 'CHEBI:30878', 'CHEBI:30880', 'CHEBI:42377', 'CHEBI:44594', 'CHEBI:4879', 'CHEBI:52092']",etoh,META:ETOH,EX_cpd00363_m,ERR1620289_sub
cpd00055_m,Formaldehyde-e0,30.02598,1,0,SBO:0000247,MNXM56,WSFSSNUMVMOOMR-UHFFFAOYSA-N,cpd00055,HMDB01426,"['R-ALL-143501', 'R-ALL-29478', 'R-ALL-6797920', 'R-ALL-879250']",C00067,"['CHEBI:16842', 'CHEBI:14274', 'CHEBI:24077', 'CHEBI:337763', 'CHEBI:5142']",fald,"['META:CARBONYL-GROUP', 'META:FORMALDEHYDE']",EX_cpd00055_m,ERR1620289_sub
cpd00448_m,D-Glyceraldehyde-e0,90.07794,3,0,SBO:0000247,MNXM435,MNQZXJOMYWMBOU-VKHMYHEASA-N,cpd00448,,R-ALL-30393,C00577,"['CHEBI:17378', 'CHEBI:12982', 'CHEBI:21025', 'CHEBI:39973', 'CHEBI:4186']",glyald,META:GLYCERALD,EX_cpd00448_m,ERR1620289_sub
cpd00025_m,H2O2-e0,34.01468,0,0,SBO:0000247,MNXM22,MHAJPDPJQMAIIY-UHFFFAOYSA-N,cpd00025,"['HMDB03125', 'HMDB06491']","['R-ALL-113575', 'R-ALL-1614617', 'R-ALL-189481', 'R-ALL-29408', 'R-ALL-351629']",C00027,"['CHEBI:16240', 'CHEBI:13354', 'CHEBI:13355', 'CHEBI:24637', 'CHEBI:44812', 'CHEBI:5586', 'CHEBI:25940', 'CHEBI:29192', 'CHEBI:44785', 'CHEBI:29370', 'CHEBI:44782']",h2o2,META:HYDROGEN-PEROXIDE,EX_cpd00025_m,ERR1620289_sub
cpd00239_m,H2S-e0,33.072939999999996,0,0,SBO:0000247,MNXM89582,RWSOTUBLDIXVET-UHFFFAOYSA-M,cpd00239,"['HMDB00598', 'HMDB03276']","['R-ALL-1614532', 'R-ALL-1655881', 'R-ALL-1663154']",C00283,"['CHEBI:15138', 'CHEBI:16136', 'CHEBI:13356', 'CHEBI:14414', 'CHEBI:24639', 'CHEBI:43058', 'CHEBI:45489', 'CHEBI:5787', 'CHEBI:29919', 'CHEBI:30488']",h2s,"['META:CPD-7046', 'META:CPD-846', 'META:HS']",EX_cpd00239_m,ERR1620289_sub
cpd00359_m,indol-e0,117.14788,8,1,SBO:0000247,MNXM377,SIKJAQJRHWYJAI-UHFFFAOYSA-N,cpd00359,HMDB00738,R-ALL-216547,C00463,"['CHEBI:16881', 'CHEBI:14444', 'CHEBI:24794', 'CHEBI:43537', 'CHEBI:5900', 'CHEBI:35579', 'CHEBI:35581']",indole,META:INDOLE,EX_cpd00359_m,ERR1620289_sub
